num_particles,time_secs
1000,0.07761823333333334
5000,0.07788053333333333
10000,0.08440833333333332
50000,0.10783333333333334
100000,0.12984433333333334
500000,0.4614506666666666
1000000,1.3388366666666667
5000000,5.130636666666667
10000000,9.409886666666667
