num_particles,compute_forces,move_gpu,count_particles,exclusive_scan,sort
1000,0.0175936,0.012208766666666667,0.00109473,0.018809033333333332,0.035090666666666666
5000,0.018361966666666663,0.0125774,0.0010966966666666668,0.018802433333333333,0.03567446666666666
10000,0.018515966666666665,0.012443933333333332,0.00107637,0.018822066666666668,0.03571526666666667
50000,0.019869233333333333,0.013406033333333333,0.0010569766666666668,0.021972666666666668,0.039525700000000004
100000,0.024719266666666666,0.015844766666666666,0.00107993,0.024195533333333335,0.047464266666666664
500000,0.09497343333333334,0.047741,0.00107817,0.03135463333333333,0.15579266666666666
1000000,0.1696696666666667,0.10304233333333333,0.00108554,0.53654,0.272499
5000000,0.7707673333333332,0.509802,0.00110633,1.0657933333333334,1.14814
10000000,1.521195,1.01766,0.001122685,1.39741,2.2193750000000003
