num_particles,compute_forces,move_count,exclusive_scan,bin_bucketing,repacking
1000,0.016854033333333334,0.012012666666666666,0.0184552,0.03354183333333333,0.008568593333333333
5000,0.017780166666666666,0.012258499999999999,0.018425433333333335,0.034337900000000005,0.008842516666666666
10000,0.018785899999999998,0.012785833333333335,0.019077433333333334,0.036097833333333336,0.009206923333333334
50000,0.020770933333333335,0.013961466666666667,0.0226775,0.041290600000000004,0.011367266666666667
100000,0.025399099999999997,0.01632326666666667,0.024367899999999998,0.04906593333333333,0.014824133333333335
500000,0.09340673333333334,0.04832746666666667,0.032295866666666666,0.15727766666666668,0.08397393333333332
1000000,0.169064,0.10332100000000001,0.46890266666666663,0.273801,0.16613033333333335
5000000,0.7695556666666666,0.510108,1.043453,1.1490500000000001,0.862425
10000000,1.521485,1.018195,1.3707099999999999,2.220765,1.74454
