num_particles,compute_forces,move_gpu,count_particles,exclusive_scan,sort
10000,0.022764433333333334,0.010749366666666668,0.012325499999999998,0.019782733333333333,0.09584236666666666
100000,0.03604633333333333,0.024398566666666666,0.01593896666666667,0.023507533333333334,0.10806666666666669
1000000,0.3869386666666667,0.209973,0.08614796666666667,0.3563353333333333,0.4199016666666667
10000000,4.37607,2.986575,2.076175,1.190205,1.47821
